HORAS AL MES	DIVISION	AREA DE PERSONAL	SEXO	EDAD DEL EMPLEADO	CATEGORIA	SALARIOS MINIMOS
(210, 240]	ADMINISTRACION	ESTUDIANTE EN PRACTI	Femenino	(20 - 30]	Joven	(01 - 02]
(210, 240]	DROGUERIAS	AUXILIAR	Masculino	(20 - 30]	Joven	(01 - 02]
(210, 240]	RECREACION Y TURISMO	ANALISTA I	Masculino	(30 - 40]	Joven	(04 - 05]
(210, 240]	DROGUERIAS	AUXILIAR	Masculino	(20 - 30]	Joven	(01 - 02]
(210, 240]	DROGUERIAS	AUXILIAR	Masculino	(30 - 40]	Joven	(01 - 02]
(210, 240]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(210, 240]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(210, 240]	RECREACION Y TURISMO	GESTOR	Masculino	(20 - 30]	Joven	(04 - 05]
(210, 240]	EDUCACION	ASESOR	Masculino	(20 - 30]	Joven	(02 - 03]
(210, 240]	DROGUERIAS	ANALISTA I	Femenino	(20 - 30]	Joven	(04 - 05]
(210, 240]	RECREACION Y TURISMO	GESTOR	Masculino	(30 - 40]	Joven	(04 - 05]
(210, 240]	CREDITO SOCIAL	ANALISTA I	Femenino	(20 - 30]	Joven	(04 - 05]
(210, 240]	RECREACION Y TURISMO	MESERO	Masculino	(... - 20	Joven	(01 - 02]
(210, 240]	DROGUERIAS	ESTUDIANTE EN PRACTI	Femenino	(20 - 30]	Joven	(01 - 02]
(210, 240]	ADMINISTRACION	ASESOR	Femenino	(20 - 30]	Joven	(01 - 02]
(210, 240]	ADMINISTRACION	ASESOR	Femenino	(... - 20	Joven	(01 - 02]
(210, 240]	FOSFEC	ANALISTA I	Femenino	(30 - 40]	Joven	(03 - 04]
(210, 240]	RECREACION Y TURISMO	TECNICO	Masculino	(20 - 30]	Joven	(02 - 03]
(210, 240]	SALUD IPS	ANALISTA I	Femenino	(20 - 30]	Joven	(03 - 04]
(210, 240]	RECREACION Y TURISMO	GESTOR	Masculino	(20 - 30]	Joven	(04 - 05]
(210, 240]	DROGUERIAS	ENTRENADOR	Femenino	(20 - 30]	Joven	(02 - 03]
(210, 240]	DROGUERIAS	AUXILIAR	Femenino	(... - 20	Joven	(01 - 02]
(210, 240]	DROGUERIAS	AUXILIAR	Masculino	(20 - 30]	Joven	(01 - 02]
(210, 240]	SUPERMERCADOS	AUXILIAR	Masculino	(... - 20	Joven	(01 - 02]
(210, 240]	FOSFEC	SUPERVISOR	Masculino	(20 - 30]	Joven	(04 - 05]
(210, 240]	FOSFEC	AUXILIAR	Masculino	(... - 20	Joven	(01 - 02]
(210, 240]	SALUD IPS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(210, 240]	DROGUERIAS	AUXILIAR	Masculino	(20 - 30]	Joven	(01 - 02]
(210, 240]	DROGUERIAS	ASESOR	Femenino	(20 - 30]	Joven	(01 - 02]
(210, 240]	CREDITO SOCIAL	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(210, 240]	SUPERMERCADOS	REVISOR	Femenino	(30 - 40]	Joven	(02 - 03]
(210, 240]	SUPERMERCADOS	REVISOR	Femenino	(30 - 40]	Joven	(02 - 03]
(210, 240]	FOSFEC	ANALISTA I	Femenino	(20 - 30]	Joven	(03 - 04]
(210, 240]	SUPERMERCADOS	AUXILIAR	Masculino	(20 - 30]	Joven	(01 - 02]
(210, 240]	SUPERMERCADOS	ESTUDIANTE EN PRACTI	Femenino	(20 - 30]	Joven	(01 - 02]
(210, 240]	FOSFEC	ANALISTA I	Femenino	(30 - 40]	Joven	(03 - 04]
(210, 240]	DROGUERIAS	ANALISTA I	Masculino	(20 - 30]	Joven	(04 - 05]
(210, 240]	DROGUERIAS	AUXILIAR	Masculino	(20 - 30]	Joven	(01 - 02]
(210, 240]	SUPERMERCADOS	ASESOR	Masculino	(20 - 30]	Joven	(01 - 02]
(210, 240]	SALUD IPS	ODONTOLOGO	Femenino	(20 - 30]	Joven	(03 - 04]
(210, 240]	ADMINISTRACION	ANALISTA I	Masculino	(30 - 40]	Joven	(04 - 05]
(210, 240]	DROGUERIAS	AUXILIAR	Femenino	(30 - 40]	Joven	(01 - 02]
(210, 240]	DROGUERIAS	AUXILIAR	Masculino	(... - 20	Joven	(01 - 02]
(210, 240]	ADMINISTRACION	ESTUDIANTE EN PRACTI	Masculino	(20 - 30]	Joven	(01 - 02]
(210, 240]	SUPERMERCADOS	TRANSCRIPTOR	Masculino	(20 - 30]	Joven	(01 - 02]
(210, 240]	VIVIENDA	ANALISTA I	Masculino	(20 - 30]	Joven	(03 - 04]
(210, 240]	EDUCACION	ESTUDIANTE EN PRACTI	Femenino	(30 - 40]	Joven	(01 - 02]
(210, 240]	SUPERMERCADOS	AUXILIAR	Femenino	(30 - 40]	Joven	(01 - 02]
(210, 240]	VIVIENDA	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(210, 240]	EDUCACION	ASESOR	Masculino	(20 - 30]	Joven	(02 - 03]
(210, 240]	EDUCACION	ASESOR	Masculino	(20 - 30]	Joven	(02 - 03]
(210, 240]	RECREACION Y TURISMO	ASESOR	Masculino	(30 - 40]	Joven	(02 - 03]
(210, 240]	DROGUERIAS	AUXILIAR	Masculino	(30 - 40]	Joven	(01 - 02]
(210, 240]	DROGUERIAS	ANALISTA I	Femenino	(30 - 40]	Joven	(04 - 05]
(210, 240]	RECREACION Y TURISMO	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(210, 240]	FOSFEC	AUXILIAR	Femenino	(... - 20	Joven	(01 - 02]
(210, 240]	SALUD IPS	AUXILIAR	Femenino	(30 - 40]	Joven	(01 - 02]
(210, 240]	ADMINISTRACION	ESTUDIANTE EN PRACTI	Femenino	(20 - 30]	Joven	(01 - 02]
(210, 240]	SALUD IPS	INGENIERO	Masculino	(30 - 40]	Joven	(05 - 06]
(210, 240]	ADMINISTRACION	ESTUDIANTE EN PRACTI	Femenino	(20 - 30]	Joven	(01 - 02]
(210, 240]	SUPERMERCADOS	ANALISTA I	Femenino	(20 - 30]	Joven	(03 - 04]
(210, 240]	ADMINISTRACION	ESTUDIANTE EN PRACTI	Masculino	(... - 20	Joven	(01 - 02]
(210, 240]	SUPERMERCADOS	ANALISTA I	Masculino	(20 - 30]	Joven	(03 - 04]
(210, 240]	RECREACION Y TURISMO	PROMOTOR	Masculino	(20 - 30]	Joven	(01 - 02]
(210, 240]	RECREACION Y TURISMO	AUXILIAR	Masculino	(20 - 30]	Joven	(01 - 02]
(210, 240]	ADMINISTRACION	ESTUDIANTE EN PRACTI	Masculino	(20 - 30]	Joven	(01 - 02]
(210, 240]	RECREACION Y TURISMO	ANALISTA I	Femenino	(30 - 40]	Joven	(04 - 05]
(210, 240]	EDUCACION	PROMOTOR	Masculino	(... - 20	Joven	(01 - 02]
(210, 240]	DROGUERIAS	AUXILIAR	Masculino	(20 - 30]	Joven	(01 - 02]
(210, 240]	DROGUERIAS	AUXILIAR	Femenino	(30 - 40]	Joven	(01 - 02]
(210, 240]	SUPERMERCADOS	AUXILIAR	Masculino	(30 - 40]	Joven	(01 - 02]
(210, 240]	SUPERMERCADOS	AUXILIAR	Masculino	(20 - 30]	Joven	(01 - 02]
(210, 240]	DROGUERIAS	AUXILIAR	Femenino	(... - 20	Joven	(01 - 02]
(210, 240]	ADMINISTRACION	ASESOR	Masculino	(20 - 30]	Joven	(01 - 02]
(210, 240]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(210, 240]	DROGUERIAS	AUXILIAR	Masculino	(20 - 30]	Joven	(01 - 02]
(210, 240]	RECREACION Y TURISMO	ESTUDIANTE EN PRACTI	Femenino	(20 - 30]	Joven	(01 - 02]
(210, 240]	RECREACION Y TURISMO	ESTUDIANTE EN PRACTI	Femenino	(20 - 30]	Joven	(01 - 02]
(210, 240]	ADMINISTRACION	ESTUDIANTE EN PRACTI	Masculino	(20 - 30]	Joven	(01 - 02]
(210, 240]	ADMINISTRACION	ESTUDIANTE EN PRACTI	Femenino	(20 - 30]	Joven	(01 - 02]
(210, 240]	RECREACION Y TURISMO	ANALISTA I	Masculino	(30 - 40]	Joven	(04 - 05]
(210, 240]	SALUD IPS	ASESOR	Femenino	(... - 20	Joven	(01 - 02]
(210, 240]	SALUD IPS	ASESOR	Femenino	(20 - 30]	Joven	(01 - 02]
(210, 240]	DROGUERIAS	SUPERVISOR	Masculino	(20 - 30]	Joven	(02 - 03]
(210, 240]	SALUD IPS	HISTOTECNISTA	Femenino	(20 - 30]	Joven	(02 - 03]
(210, 240]	SALUD IPS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(210, 240]	RECREACION Y TURISMO	AUXILIAR	Masculino	(20 - 30]	Joven	(01 - 02]
(210, 240]	EDUCACION	ESTUDIANTE EN PRACTI	Femenino	(20 - 30]	Joven	(01 - 02]
(210, 240]	ADMINISTRACION	ESTUDIANTE EN PRACTI	Femenino	(20 - 30]	Joven	(01 - 02]
(210, 240]	EDUCACION	ASESOR	Femenino	(30 - 40]	Joven	(02 - 03]
(210, 240]	ADMINISTRACION	ASESOR	Masculino	(... - 20	Joven	(01 - 02]
(210, 240]	SALUD IPS	TERAPISTA	Femenino	(20 - 30]	Joven	(02 - 03]
(210, 240]	SALUD IPS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(210, 240]	FOSFEC	PROMOTOR	Masculino	(20 - 30]	Joven	(01 - 02]
(210, 240]	DROGUERIAS	AUXILIAR	Femenino	(30 - 40]	Joven	(01 - 02]
(210, 240]	SALUD IPS	ESTUDIANTE EN PRACTI	Femenino	(20 - 30]	Joven	(01 - 02]
(210, 240]	ADMINISTRACION	ESTUDIANTE EN PRACTI	Masculino	(20 - 30]	Joven	(01 - 02]
(210, 240]	SALUD IPS	ESTUDIANTE EN PRACTI	Masculino	(20 - 30]	Joven	(01 - 02]
(210, 240]	ADMINISTRACION	ESTUDIANTE EN PRACTI	Masculino	(20 - 30]	Joven	(01 - 02]
(210, 240]	ADMINISTRACION	ESTUDIANTE EN PRACTI	Femenino	(20 - 30]	Joven	(01 - 02]
(210, 240]	ADMINISTRACION	ASESOR	Masculino	(20 - 30]	Joven	(01 - 02]
(210, 240]	EDUCACION	ASESOR	Femenino	(20 - 30]	Joven	(02 - 03]
(210, 240]	DROGUERIAS	ASESOR	Masculino	(... - 20	Joven	(01 - 02]
(210, 240]	RECREACION Y TURISMO	MESERO	Masculino	(20 - 30]	Joven	(01 - 02]
(210, 240]	ADMINISTRACION	ESTUDIANTE EN PRACTI	Femenino	(20 - 30]	Joven	(01 - 02]
(210, 240]	RECREACION Y TURISMO	ESTUDIANTE EN PRACTI	Masculino	(20 - 30]	Joven	(01 - 02]
(210, 240]	SUPERMERCADOS	ESTUDIANTE EN PRACTI	Masculino	(... - 20	Joven	(01 - 02]
(210, 240]	ADMINISTRACION	ASESOR	Femenino	(20 - 30]	Joven	(01 - 02]
(210, 240]	RECREACION Y TURISMO	ASESOR	Femenino	(30 - 40]	Joven	(02 - 03]
(210, 240]	RECREACION Y TURISMO	AUXILIAR	Femenino	(30 - 40]	Joven	(01 - 02]
(210, 240]	SALUD IPS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(210, 240]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(210, 240]	RECREACION Y TURISMO	ESTUDIANTE EN PRACTI	Femenino	(20 - 30]	Joven	(01 - 02]
(210, 240]	ADMINISTRACION	ASESOR	Masculino	(20 - 30]	Joven	(01 - 02]
(210, 240]	SUPERMERCADOS	SUPERVISOR	Masculino	(20 - 30]	Joven	(01 - 02]
(210, 240]	DROGUERIAS	AUXILIAR	Masculino	(20 - 30]	Joven	(01 - 02]
(210, 240]	FOSFEC	ORIENTADOR	Masculino	(20 - 30]	Joven	(02 - 03]
(210, 240]	DROGUERIAS	COMPRADOR	Masculino	(30 - 40]	Joven	(02 - 03]
(210, 240]	SALUD IPS	ASESOR	Masculino	(20 - 30]	Joven	(01 - 02]
(210, 240]	ADMINISTRACION	ASESOR	Femenino	(20 - 30]	Joven	(01 - 02]
(210, 240]	ADMINISTRACION	ASESOR	Femenino	(20 - 30]	Joven	(01 - 02]
(210, 240]	DROGUERIAS	ESTUDIANTE EN PRACTI	Femenino	(20 - 30]	Joven	(01 - 02]
(210, 240]	SALUD IPS	ASESOR	Femenino	(20 - 30]	Joven	(01 - 02]
(210, 240]	SALUD IPS	ASESOR	Femenino	(20 - 30]	Joven	(01 - 02]
(210, 240]	ADMINISTRACION	ASESOR	Masculino	(... - 20	Joven	(01 - 02]
(210, 240]	SUPERMERCADOS	AUXILIAR	Masculino	(... - 20	Joven	(01 - 02]
(210, 240]	SALUD IPS	ASESOR	Femenino	(20 - 30]	Joven	(01 - 02]
(210, 240]	SALUD IPS	ASESOR	Femenino	(20 - 30]	Joven	(01 - 02]
(210, 240]	SALUD IPS	ASESOR	Femenino	(20 - 30]	Joven	(01 - 02]
(210, 240]	SALUD IPS	ASESOR	Masculino	(20 - 30]	Joven	(01 - 02]
(210, 240]	ADMINISTRACION	ASESOR	Femenino	(20 - 30]	Joven	(01 - 02]
(210, 240]	SALUD IPS	ASESOR	Femenino	(20 - 30]	Joven	(01 - 02]
(210, 240]	FOSFEC	ORIENTADOR	Masculino	(30 - 40]	Joven	(02 - 03]
(210, 240]	FOSFEC	ORIENTADOR	Masculino	(30 - 40]	Joven	(02 - 03]
(210, 240]	FOSFEC	ORIENTADOR	Femenino	(20 - 30]	Joven	(02 - 03]
(210, 240]	FOSFEC	ORIENTADOR	Masculino	(20 - 30]	Joven	(02 - 03]
(210, 240]	FOSFEC	ORIENTADOR	Masculino	(20 - 30]	Joven	(02 - 03]
(210, 240]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(210, 240]	FOSFEC	ORIENTADOR	Masculino	(20 - 30]	Joven	(02 - 03]
(210, 240]	SALUD IPS	ASESOR	Femenino	(30 - 40]	Joven	(01 - 02]
(210, 240]	SALUD IPS	ASESOR	Femenino	(... - 20	Joven	(01 - 02]
(210, 240]	SUPERMERCADOS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(210, 240]	SALUD IPS	ASESOR	Femenino	(20 - 30]	Joven	(01 - 02]
(210, 240]	SALUD IPS	NUTRICIONISTA	Femenino	(30 - 40]	Joven	(03 - 04]
(210, 240]	SALUD IPS	ODONTOLOGO	Femenino	(20 - 30]	Joven	(03 - 04]
(210, 240]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(210, 240]	SUPERMERCADOS	AUXILIAR	Masculino	(20 - 30]	Joven	(01 - 02]
(210, 240]	DROGUERIAS	QUIMICO FARMACEUTICO	Femenino	(20 - 30]	Joven	(03 - 04]
(210, 240]	RECREACION Y TURISMO	GESTOR	Femenino	(30 - 40]	Joven	(04 - 05]
(210, 240]	EDUCACION	COORDINADOR	Femenino	(30 - 40]	Joven	(07 - 08]
(210, 240]	DROGUERIAS	ESPECIALISTA	Masculino	(30 - 40]	Joven	(08 - 09]
(210, 240]	EDUCACION	GESTOR	Masculino	(30 - 40]	Joven	(06 - 07]
(210, 240]	RECREACION Y TURISMO	ESTUDIANTE EN PRACTI	Masculino	(20 - 30]	Joven	(01 - 02]
(210, 240]	RECREACION Y TURISMO	ESTUDIANTE EN PRACTI	Femenino	(20 - 30]	Joven	(01 - 02]
(210, 240]	ADMINISTRACION	TECNICO	Masculino	(20 - 30]	Joven	(02 - 03]
(210, 240]	SALUD IPS	COORDINADOR	Femenino	(20 - 30]	Joven	(06 - 07]
(210, 240]	SALUD IPS	ESTUDIANTE EN PRACTI	Femenino	(20 - 30]	Joven	(01 - 02]
(210, 240]	VIVIENDA	ESTUDIANTE EN PRACTI	Femenino	(20 - 30]	Joven	(01 - 02]
(210, 240]	RECREACION Y TURISMO	ASESOR	Masculino	(30 - 40]	Joven	(02 - 03]
(210, 240]	SALUD IPS	ASESOR	Femenino	(20 - 30]	Joven	(01 - 02]
(210, 240]	SALUD IPS	PLANEADOR RESURTIDO	Masculino	(20 - 30]	Joven	(04 - 05]
(210, 240]	EDUCACION	PROFESIONAL	Femenino	(20 - 30]	Joven	(01 - 02]
(210, 240]	SALUD IPS	ASESOR	Femenino	(20 - 30]	Joven	(01 - 02]
(210, 240]	SALUD IPS	ASESOR	Femenino	(30 - 40]	Joven	(01 - 02]
(210, 240]	RECREACION Y TURISMO	ASESOR	Masculino	(30 - 40]	Joven	(02 - 03]
(210, 240]	SUPERMERCADOS	AUXILIAR	Masculino	(20 - 30]	Joven	(01 - 02]
(210, 240]	DROGUERIAS	AUXILIAR	Masculino	(20 - 30]	Joven	(01 - 02]
(210, 240]	SALUD IPS	AUXILIAR	Femenino	(30 - 40]	Joven	(01 - 02]
(210, 240]	CREDITO SOCIAL	ASESOR	Femenino	(20 - 30]	Joven	(02 - 03]
(210, 240]	ADMINISTRACION	ESTUDIANTE EN PRACTI	Masculino	(20 - 30]	Joven	(01 - 02]
(210, 240]	DROGUERIAS	ASESOR	Femenino	(20 - 30]	Joven	(01 - 02]
(210, 240]	DROGUERIAS	ASESOR	Femenino	(30 - 40]	Joven	(01 - 02]
(210, 240]	SUPERMERCADOS	AUXILIAR	Masculino	(20 - 30]	Joven	(01 - 02]
(210, 240]	DROGUERIAS	ESTUDIANTE EN PRACTI	Masculino	(20 - 30]	Joven	(01 - 02]
(210, 240]	VIVIENDA	ESTUDIANTE EN PRACTI	Masculino	(20 - 30]	Joven	(01 - 02]
(210, 240]	DROGUERIAS	ESTUDIANTE EN PRACTI	Masculino	(20 - 30]	Joven	(01 - 02]
(210, 240]	VIVIENDA	ESTUDIANTE EN PRACTI	Masculino	(20 - 30]	Joven	(01 - 02]
(210, 240]	DROGUERIAS	ESTUDIANTE EN PRACTI	Masculino	(20 - 30]	Joven	(01 - 02]
(210, 240]	DROGUERIAS	ESTUDIANTE EN PRACTI	Femenino	(20 - 30]	Joven	(01 - 02]
(210, 240]	EDUCACION	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(210, 240]	SALUD IPS	AUXILIAR	Femenino	(30 - 40]	Joven	(01 - 02]
(210, 240]	RECREACION Y TURISMO	AUXILIAR	Masculino	(30 - 40]	Joven	(01 - 02]
(210, 240]	EDUCACION	AUXILIAR	Femenino	(20 - 30]	Joven	(00 - 01]
(210, 240]	DROGUERIAS	AUXILIAR	Masculino	(... - 20	Joven	(01 - 02]
(210, 240]	EDUCACION	AUXILIAR	Masculino	(20 - 30]	Joven	(00 - 01]
(210, 240]	RECREACION Y TURISMO	ASESOR	Masculino	(20 - 30]	Joven	(02 - 03]
(210, 240]	EDUCACION	DOCENT COL COLSU 1-2	Masculino	(20 - 30]	Joven	(02 - 03]
(210, 240]	EDUCACION	ADMON CORPORACION	Femenino	(20 - 30]	Joven	(01 - 02]
(210, 240]	EDUCACION	ADMON CORPORACION	Masculino	(20 - 30]	Joven	(01 - 02]
(210, 240]	EDUCACION	CORP DOCENTES TC.	Masculino	(30 - 40]	Joven	(06 - 07]
(210, 240]	EDUCACION	ADMON CORPORACION	Femenino	(30 - 40]	Joven	(05 - 06]
(210, 240]	EDUCACION	ADMON CORPORACION	Femenino	(30 - 40]	Joven	(07 - 08]
(210, 240]	EDUCACION	ADMON CORPORACION	Femenino	(30 - 40]	Joven	(03 - 04]
(210, 240]	EDUCACION	ADMON CORPORACION	Femenino	(30 - 40]	Joven	(01 - 02]
(210, 240]	EDUCACION	ADMON CORPORACION	Femenino	(30 - 40]	Joven	(05 - 06]
(210, 240]	EDUCACION	ADMON CORPORACION	Femenino	(30 - 40]	Joven	(01 - 02]
(210, 240]	EDUCACION	ADMON CORPORACION	Masculino	(20 - 30]	Joven	(01 - 02]
(210, 240]	EDUCACION	MONITOR	Femenino	(20 - 30]	Joven	(03 - 04]
(210, 240]	EDUCACION	ADMON CORPORACION	Femenino	(30 - 40]	Joven	(03 - 04]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Masculino	(30 - 40]	Joven	(04 - 05]
(210, 240]	EDUCACION	ADMON CORPORACION	Femenino	(30 - 40]	Joven	(01 - 02]
(210, 240]	EDUCACION	ADMON CORPORACION	Femenino	(30 - 40]	Joven	(02 - 03]
(210, 240]	EDUCACION	ADMON CORPORACION	Masculino	(30 - 40]	Joven	(04 - 05]
(210, 240]	EDUCACION	ADMON CORPORACION	Masculino	(30 - 40]	Joven	(04 - 05]
(210, 240]	EDUCACION	ADMON CORPORACION	Femenino	(30 - 40]	Joven	(05 - 06]
(210, 240]	EDUCACION	ADMON CORPORACION	Femenino	(30 - 40]	Joven	(04 - 05]
(210, 240]	EDUCACION	ADMON CORPORACION	Femenino	(... - 20	Joven	(01 - 02]
(210, 240]	EDUCACION	ADMON CORPORACION	Femenino	(20 - 30]	Joven	(01 - 02]
(210, 240]	EDUCACION	ADMON CORPORACION	Femenino	(20 - 30]	Joven	(01 - 02]
(210, 240]	EDUCACION	PROMOTOR	Femenino	(20 - 30]	Joven	(01 - 02]
(210, 240]	EDUCACION	PROMOTOR	Femenino	(... - 20	Joven	(01 - 02]
(210, 240]	SUPERMERCADOS	AUXILIAR	Femenino	(30 - 40]	Joven	(01 - 02]
(210, 240]	SUPERMERCADOS	AUXILIAR	Femenino	(30 - 40]	Joven	(01 - 02]
(210, 240]	SUPERMERCADOS	AUXILIAR	Masculino	(30 - 40]	Joven	(01 - 02]
(210, 240]	DROGUERIAS	AUXILIAR	Femenino	(30 - 40]	Joven	(01 - 02]
(210, 240]	SUPERMERCADOS	AUXILIAR	Femenino	(30 - 40]	Joven	(01 - 02]
(210, 240]	SUPERMERCADOS	AUXILIAR	Masculino	(30 - 40]	Joven	(01 - 02]
(210, 240]	SUPERMERCADOS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(210, 240]	SUPERMERCADOS	AUXILIAR	Femenino	(30 - 40]	Joven	(01 - 02]
(210, 240]	SUPERMERCADOS	JEFES	Masculino	(30 - 40]	Joven	(01 - 02]
(210, 240]	SUPERMERCADOS	AUXILIAR	Masculino	(30 - 40]	Joven	(01 - 02]
(210, 240]	SUPERMERCADOS	AUXILIAR	Masculino	(30 - 40]	Joven	(01 - 02]
(210, 240]	SUPERMERCADOS	AUXILIAR	Masculino	(20 - 30]	Joven	(01 - 02]
(210, 240]	SUPERMERCADOS	AUXILIAR	Femenino	(30 - 40]	Joven	(01 - 02]
(210, 240]	SUPERMERCADOS	AUXILIAR	Femenino	(30 - 40]	Joven	(01 - 02]
(210, 240]	SUPERMERCADOS	AUXILIAR	Femenino	(30 - 40]	Joven	(01 - 02]
(210, 240]	SUPERMERCADOS	AUXILIAR	Femenino	(30 - 40]	Joven	(01 - 02]
(210, 240]	SUPERMERCADOS	AUXILIAR	Masculino	(30 - 40]	Joven	(01 - 02]
(210, 240]	SUPERMERCADOS	AUXILIAR	Masculino	(30 - 40]	Joven	(01 - 02]
(210, 240]	SUPERMERCADOS	JEFES	Femenino	(30 - 40]	Joven	(02 - 03]
(210, 240]	SUPERMERCADOS	AUXILIAR	Femenino	(30 - 40]	Joven	(01 - 02]
(210, 240]	SUPERMERCADOS	AUXILIAR	Femenino	(30 - 40]	Joven	(01 - 02]
(210, 240]	SUPERMERCADOS	AUXILIAR	Femenino	(30 - 40]	Joven	(01 - 02]
(210, 240]	SUPERMERCADOS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(210, 240]	SUPERMERCADOS	AUXILIAR	Femenino	(30 - 40]	Joven	(01 - 02]
(210, 240]	SUPERMERCADOS	AUXILIAR	Masculino	(30 - 40]	Joven	(01 - 02]
(210, 240]	SUPERMERCADOS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(210, 240]	CREDITO SOCIAL	PROMOTOR	Femenino	(20 - 30]	Joven	(01 - 02]
(210, 240]	SUPERMERCADOS	AUXILIAR	Femenino	(30 - 40]	Joven	(01 - 02]
(210, 240]	SUPERMERCADOS	AUXILIAR	Masculino	(30 - 40]	Joven	(01 - 02]
(210, 240]	SUPERMERCADOS	AUXILIAR	Masculino	(30 - 40]	Joven	(01 - 02]
(210, 240]	SUPERMERCADOS	AUXILIAR	Masculino	(20 - 30]	Joven	(01 - 02]
(210, 240]	SUPERMERCADOS	AUXILIAR	Masculino	(20 - 30]	Joven	(01 - 02]
(210, 240]	SUPERMERCADOS	AUXILIAR	Femenino	(30 - 40]	Joven	(01 - 02]
(210, 240]	SUPERMERCADOS	CAJERO	Femenino	(30 - 40]	Joven	(01 - 02]
(210, 240]	SUPERMERCADOS	AUXILIAR	Masculino	(20 - 30]	Joven	(01 - 02]
(210, 240]	SUPERMERCADOS	AUXILIAR	Masculino	(20 - 30]	Joven	(01 - 02]
(210, 240]	SUPERMERCADOS	AUXILIAR	Masculino	(20 - 30]	Joven	(01 - 02]
(210, 240]	SUPERMERCADOS	AUXILIAR	Masculino	(30 - 40]	Joven	(01 - 02]
(210, 240]	SUPERMERCADOS	AUXILIAR	Masculino	(20 - 30]	Joven	(01 - 02]
(210, 240]	SUPERMERCADOS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(210, 240]	SUPERMERCADOS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(210, 240]	SUPERMERCADOS	AUXILIAR	Masculino	(30 - 40]	Joven	(01 - 02]
(210, 240]	SUPERMERCADOS	AUXILIAR	Femenino	(30 - 40]	Joven	(01 - 02]
(210, 240]	SUPERMERCADOS	AUXILIAR	Masculino	(20 - 30]	Joven	(01 - 02]
(210, 240]	SUPERMERCADOS	AUXILIAR	Masculino	(30 - 40]	Joven	(01 - 02]
(210, 240]	SUPERMERCADOS	AUXILIAR	Masculino	(20 - 30]	Joven	(01 - 02]
(210, 240]	SUPERMERCADOS	AUXILIAR	Femenino	(30 - 40]	Joven	(01 - 02]
(210, 240]	SUPERMERCADOS	AUXILIAR	Masculino	(30 - 40]	Joven	(01 - 02]
(210, 240]	SUPERMERCADOS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(210, 240]	SUPERMERCADOS	AUXILIAR	Femenino	(30 - 40]	Joven	(01 - 02]
(210, 240]	SUPERMERCADOS	AUXILIAR	Masculino	(30 - 40]	Joven	(01 - 02]
(210, 240]	SUPERMERCADOS	AUXILIAR	Masculino	(20 - 30]	Joven	(01 - 02]
(210, 240]	SUPERMERCADOS	AUXILIAR	Masculino	(20 - 30]	Joven	(01 - 02]
(210, 240]	SUPERMERCADOS	AUXILIAR	Femenino	(30 - 40]	Joven	(01 - 02]
(210, 240]	SUPERMERCADOS	AUXILIAR	Femenino	(30 - 40]	Joven	(01 - 02]
(210, 240]	SUPERMERCADOS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(210, 240]	SUPERMERCADOS	AUXILIAR	Masculino	(20 - 30]	Joven	(01 - 02]
(210, 240]	SUPERMERCADOS	AUXILIAR	Masculino	(30 - 40]	Joven	(01 - 02]
(210, 240]	SUPERMERCADOS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(210, 240]	SUPERMERCADOS	AUXILIAR	Femenino	(30 - 40]	Joven	(01 - 02]
(210, 240]	SUPERMERCADOS	AUXILIAR	Masculino	(20 - 30]	Joven	(01 - 02]
(210, 240]	SUPERMERCADOS	AUXILIAR	Masculino	(20 - 30]	Joven	(01 - 02]
(210, 240]	SUPERMERCADOS	AUXILIAR	Masculino	(30 - 40]	Joven	(01 - 02]
(210, 240]	SUPERMERCADOS	AUXILIAR	Masculino	(20 - 30]	Joven	(01 - 02]
